antecedents;consequents;antecedent support;consequent support;support;confidence;lift;leverage;conviction;zhangs_metric
execution| planning| coordination;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
execution| planning| management;coordination;0.000183948;0.00147158;0.000122632;0.666666667;453.0277778;0.000122361;2.99558526;0.997976205
execution| coordination| management;planning;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
planning| coordination| management;execution;0.00015329;0.000674474;0.000122632;0.8;1186.109091;0.000122528;4.996627629;0.999310091
execution| planning;coordination| management;0.000245263;0.0005825;0.000122632;0.5;858.3684211;0.000122489;1.998834999;0.999080037
execution| coordination;planning| management;0.00015329;0.000521185;0.000122632;0.8;1534.964706;0.000122552;4.997394077;0.999501732
execution| management;planning| coordination;0.000245263;0.000214605;0.000122632;0.5;2329.857143;0.000122579;1.999570789;0.999816007
planning| coordination;execution| management;0.000214605;0.000245263;0.000122632;0.571428571;2329.857143;0.000122579;2.332761052;0.999785349
execution| planning| coordination| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
execution| planning| coordination| organization;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
execution| planning| organization| management;coordination;0.00015329;0.00147158;0.000122632;0.8;543.6333333;0.000122406;4.992642099;0.998313556
organization| planning| coordination| management;execution;0.00015329;0.000674474;0.000122632;0.8;1186.109091;0.000122528;4.996627629;0.999310091
execution| organization| coordination| management;planning;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| planning| coordination;organization| management;0.000122632;0.001931449;0.000122632;1;517.7460317;0.000122395;inf;0.998190961
execution| planning| management;organization| coordination;0.000183948;0.000521185;0.000122632;0.666666667;1279.137255;0.000122536;2.998436446;0.999402061
execution| planning| organization;coordination| management;0.00015329;0.0005825;0.000122632;0.8;1373.389474;0.000122542;4.997087498;0.999425076
planning| coordination| management;execution| organization;0.00015329;0.000275921;0.000122632;0.8;2899.377778;0.000122589;4.998620394;0.999808359
organization| planning| coordination;execution| management;0.00015329;0.000245263;0.000122632;0.8;3261.8;0.000122594;4.998773683;0.999846687
planning| organization| management;execution| coordination;0.000183948;0.00015329;0.000122632;0.666666667;4349.066667;0.000122603;2.999540131;0.999954005
execution| coordination| management;planning| organization;0.00015329;0.000306579;0.000122632;0.8;2609.44;0.000122585;4.998467104;0.99977003
execution| organization| coordination;planning| management;0.00015329;0.000521185;0.000122632;0.8;1534.964706;0.000122552;4.997394077;0.999501732
execution| organization| management;planning| coordination;0.000183948;0.000214605;0.000122632;0.666666667;3106.47619;0.000122592;2.999356184;0.999862014
execution| planning;organization| coordination| management;0.000245263;0.000429211;0.000122632;0.5;1164.928571;0.000122526;1.999141578;0.999386691
planning| coordination;execution| organization| management;0.000214605;0.000183948;0.000122632;0.571428571;3106.47619;0.000122592;2.332904122;0.999892674
planning| organization;execution| coordination| management;0.000306579;0.00015329;0.000122632;0.4;2609.44;0.000122585;1.666411184;0.999923332
execution| coordination;planning| organization| management;0.00015329;0.000183948;0.000122632;0.8;4349.066667;0.000122603;4.999080262;0.999923343
execution| management;organization| planning| coordination;0.000245263;0.00015329;0.000122632;0.5;3261.8;0.000122594;1.999693421;0.999938669
execution| organization;planning| coordination| management;0.000275921;0.00015329;0.000122632;0.444444444;2899.377778;0.000122589;1.799724079;0.999931001
execution| organization| coordination;monitoring;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| organization| monitoring;coordination;0.00015329;0.00147158;0.000122632;0.8;543.6333333;0.000122406;4.992642099;0.998313556
execution| coordination| monitoring;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| coordination| monitoring;execution;0.000214605;0.000674474;0.000122632;0.571428571;847.2207792;0.000122487;2.33175956;0.999034068
execution| organization;coordination| monitoring;0.000275921;0.000275921;0.000122632;0.444444444;1610.765432;0.000122556;1.799503342;0.999655003
execution| coordination;organization| monitoring;0.00015329;0.000245263;0.000122632;0.8;3261.8;0.000122594;4.998773683;0.999846687
execution| monitoring;organization| coordination;0.000245263;0.000521185;0.000122632;0.5;959.3529412;0.000122504;1.998957631;0.999202699
organization| monitoring;execution| coordination;0.000245263;0.00015329;0.000122632;0.5;3261.8;0.000122594;1.999693421;0.999938669
coordination| monitoring;execution| organization;0.000275921;0.000275921;0.000122632;0.444444444;1610.765432;0.000122556;1.799503342;0.999655003
execution| coordination| monitoring;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
execution| coordination| management;monitoring;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| management| monitoring;coordination;0.000183948;0.00147158;0.000122632;0.666666667;453.0277778;0.000122361;2.99558526;0.997976205
management| coordination| monitoring;execution;0.000214605;0.000674474;0.000122632;0.571428571;847.2207792;0.000122487;2.33175956;0.999034068
execution| coordination;management| monitoring;0.00015329;0.000797106;0.000122632;0.8;1003.630769;0.000122509;4.996014471;0.999156778
execution| monitoring;coordination| management;0.000245263;0.0005825;0.000122632;0.5;858.3684211;0.000122489;1.998834999;0.999080037
execution| management;coordination| monitoring;0.000245263;0.000275921;0.000122632;0.5;1812.111111;0.000122564;1.999448157;0.999693346
coordination| monitoring;execution| management;0.000275921;0.000245263;0.000122632;0.444444444;1812.111111;0.000122564;1.799558526;0.999724003
execution| coordination| monitoring| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
execution| organization| coordination| management;monitoring;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| organization| coordination| monitoring;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
execution| organization| monitoring| management;coordination;0.00015329;0.00147158;0.000122632;0.8;543.6333333;0.000122406;4.992642099;0.998313556
organization| coordination| monitoring| management;execution;0.000183948;0.000674474;0.000122632;0.666666667;988.4242424;0.000122508;2.997976577;0.999172084
execution| coordination| management;organization| monitoring;0.00015329;0.000245263;0.000122632;0.8;3261.8;0.000122594;4.998773683;0.999846687
execution| coordination| monitoring;organization| management;0.000122632;0.001931449;0.000122632;1;517.7460317;0.000122395;inf;0.998190961
execution| organization| coordination;monitoring| management;0.00015329;0.000797106;0.000122632;0.8;1003.630769;0.000122509;4.996014471;0.999156778
execution| monitoring| management;organization| coordination;0.000183948;0.000521185;0.000122632;0.666666667;1279.137255;0.000122536;2.998436446;0.999402061
execution| organization| management;coordination| monitoring;0.000183948;0.000275921;0.000122632;0.666666667;2416.148148;0.000122581;2.999172236;0.999770023
execution| organization| monitoring;coordination| management;0.00015329;0.0005825;0.000122632;0.8;1373.389474;0.000122542;4.997087498;0.999425076
coordination| monitoring| management;execution| organization;0.000214605;0.000275921;0.000122632;0.571428571;2070.984127;0.000122572;2.332689517;0.999731686
organization| coordination| monitoring;execution| management;0.000214605;0.000245263;0.000122632;0.571428571;2329.857143;0.000122579;2.332761052;0.999785349
organization| monitoring| management;execution| coordination;0.000214605;0.00015329;0.000122632;0.571428571;3727.771429;0.000122599;2.332975658;0.999946337
execution| coordination;organization| monitoring| management;0.00015329;0.000214605;0.000122632;0.8;3727.771429;0.000122599;4.998926973;0.999885015
execution| management;organization| coordination| monitoring;0.000245263;0.000214605;0.000122632;0.5;2329.857143;0.000122579;1.999570789;0.999816007
execution| monitoring;organization| coordination| management;0.000245263;0.000429211;0.000122632;0.5;1164.928571;0.000122526;1.999141578;0.999386691
execution| organization;coordination| monitoring| management;0.000275921;0.000214605;0.000122632;0.444444444;2070.984127;0.000122572;1.79961371;0.999793002
coordination| monitoring;execution| organization| management;0.000275921;0.000183948;0.000122632;0.444444444;2416.148148;0.000122581;1.799668894;0.999862001
organization| monitoring;execution| coordination| management;0.000245263;0.00015329;0.000122632;0.5;3261.8;0.000122594;1.999693421;0.999938669
execution| communication;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
execution| management;communication;0.000245263;0.001563554;0.000122632;0.5;319.7843137;0.000122248;1.996872892;0.997117449
execution| planning;communication;0.000245263;0.001563554;0.000122632;0.5;319.7843137;0.000122248;1.996872892;0.997117449
execution| communication;planning;0.000122632;0.002759213;0.000122632;1;362.4222222;0.000122293;inf;0.997363096
planning| communication;execution;0.000122632;0.000674474;0.000122632;1;1482.636364;0.000122549;inf;0.99944809
execution| organization;communication;0.000275921;0.001563554;0.000122632;0.444444444;284.2527233;0.0001222;1.797185603;0.99675703
execution| communication;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
execution| planning| communication;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
execution| planning| management;communication;0.000183948;0.001563554;0.000122632;0.666666667;426.379085;0.000122344;2.995309338;0.997838219
execution| communication| management;planning;0.000122632;0.002759213;0.000122632;1;362.4222222;0.000122293;inf;0.997363096
planning| communication| management;execution;0.000122632;0.000674474;0.000122632;1;1482.636364;0.000122549;inf;0.99944809
execution| planning;communication| management;0.000245263;0.000429211;0.000122632;0.5;1164.928571;0.000122526;1.999141578;0.999386691
execution| communication;planning| management;0.000122632;0.000521185;0.000122632;1;1918.705882;0.000122568;inf;0.999601398
execution| management;planning| communication;0.000245263;0.000122632;0.000122632;0.5;4077.25;0.000122602;1.999754737;1
planning| communication;execution| management;0.000122632;0.000245263;0.000122632;1;4077.25;0.000122602;inf;0.999877353
execution| organization| communication;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
execution| organization| management;communication;0.000183948;0.001563554;0.000122632;0.666666667;426.379085;0.000122344;2.995309338;0.997838219
execution| communication| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| communication| management;execution;0.000245263;0.000674474;0.000122632;0.5;741.3181818;0.000122466;1.998651052;0.998896044
execution| organization;communication| management;0.000275921;0.000429211;0.000122632;0.444444444;1035.492063;0.000122513;1.79922742;0.999310006
execution| communication;organization| management;0.000122632;0.001931449;0.000122632;1;517.7460317;0.000122395;inf;0.998190961
execution| management;organization| communication;0.000245263;0.000337237;0.000122632;0.5;1482.636364;0.000122549;1.999325526;0.999570684
execution| organization| communication;planning;0.000122632;0.002759213;0.000122632;1;362.4222222;0.000122293;inf;0.997363096
execution| organization| planning;communication;0.00015329;0.001563554;0.000122632;0.8;511.654902;0.000122392;4.992182231;0.998198571
execution| planning| communication;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| communication| planning;execution;0.000122632;0.000674474;0.000122632;1;1482.636364;0.000122549;inf;0.99944809
execution| organization;planning| communication;0.000275921;0.000122632;0.000122632;0.444444444;3624.222222;0.000122598;1.799779263;1
execution| communication;organization| planning;0.000122632;0.000306579;0.000122632;1;3261.8;0.000122594;inf;0.99981603
execution| planning;organization| communication;0.000245263;0.000337237;0.000122632;0.5;1482.636364;0.000122549;1.999325526;0.999570684
organization| planning;execution| communication;0.000306579;0.000122632;0.000122632;0.4;3261.8;0.000122594;1.666462281;1
planning| communication;execution| organization;0.000122632;0.000275921;0.000122632;1;3624.222222;0.000122598;inf;0.999846692
execution| planning| organization| management;communication;0.00015329;0.001563554;0.000122632;0.8;511.654902;0.000122392;4.992182231;0.998198571
execution| planning| communication| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
